date,value
17-11-2020 22:59,320.61
17-11-2020 23:59,322.21
18-11-2020 00:59,324.2
18-11-2020 01:59,325.16
18-11-2020 02:59,323.6
18-11-2020 03:59,324.68
18-11-2020 04:59,325.47
18-11-2020 05:59,325.29
18-11-2020 06:59,323.66
18-11-2020 07:59,322.56
18-11-2020 08:59,329.57
18-11-2020 09:59,331.29
18-11-2020 10:59,334
18-11-2020 11:59,333.73
18-11-2020 12:59,336.12
18-11-2020 13:59,342.46
18-11-2020 14:59,341.64
18-11-2020 15:59,344.42
18-11-2020 16:59,345.68
18-11-2020 17:59,348.48
18-11-2020 18:59,340.65
18-11-2020 19:59,338.84
18-11-2020 20:59,332.68
18-11-2020 21:59,326.72
18-11-2020 22:59,337.45
18-11-2020 23:59,341.4
19-11-2020 00:59,343.85
19-11-2020 01:59,343.21
19-11-2020 02:59,336.1
19-11-2020 03:59,339.32
19-11-2020 04:59,345.03
19-11-2020 05:59,344.32
19-11-2020 06:59,343.44
19-11-2020 07:59,346.5
19-11-2020 08:59,351.88
19-11-2020 09:59,355.2
19-11-2020 10:59,358.16
19-11-2020 11:59,354.54
19-11-2020 12:59,356.85
19-11-2020 13:59,359.18
19-11-2020 14:59,359.9
19-11-2020 15:59,363.13
19-11-2020 16:59,358.3
19-11-2020 17:59,350.56
19-11-2020 18:59,338.61
19-11-2020 19:59,342.62
19-11-2020 20:59,342.88
19-11-2020 21:59,348.16
19-11-2020 22:59,353.21
19-11-2020 23:59,349.31
20-11-2020 00:59,352.12
20-11-2020 01:59,359.56
20-11-2020 02:59,360
20-11-2020 03:59,355.36
20-11-2020 04:59,355.76
20-11-2020 05:59,352.47
20-11-2020 06:59,346.67
20-11-2020 07:59,351.99
20-11-2020 08:59,353.56
20-11-2020 09:59,345.43
20-11-2020 10:59,330.01
20-11-2020 11:59,334.64
20-11-2020 12:59,330.67
20-11-2020 13:59,339.3
20-11-2020 14:59,341.2
20-11-2020 15:59,339.19
20-11-2020 16:59,344.97
20-11-2020 17:59,351.54
20-11-2020 18:59,350.44
20-11-2020 19:59,350.96
20-11-2020 20:59,348.63
20-11-2020 21:59,348.51
20-11-2020 22:59,344.56
20-11-2020 23:59,341.19
21-11-2020 00:59,338.89
21-11-2020 01:59,338.04
21-11-2020 02:59,338.08
21-11-2020 03:59,335.06
21-11-2020 04:59,330.8
21-11-2020 05:59,332.4
21-11-2020 06:59,336.13
21-11-2020 07:59,332.42
21-11-2020 08:59,327.46
21-11-2020 09:59,331.85
21-11-2020 10:59,337.86
21-11-2020 11:59,342.41
21-11-2020 12:59,350.7
21-11-2020 13:59,353.01
21-11-2020 14:59,350.42
21-11-2020 15:59,350.15
21-11-2020 16:59,346.75
21-11-2020 17:59,350.13
21-11-2020 18:59,346.28
21-11-2020 19:59,348.2
21-11-2020 20:59,349.57
21-11-2020 21:59,346.75
21-11-2020 22:59,346.66
21-11-2020 23:59,347.6
22-11-2020 00:59,349.45
22-11-2020 01:59,347.23
22-11-2020 02:59,346.57
22-11-2020 03:59,340.5
22-11-2020 04:59,333.3
22-11-2020 05:59,336.14
22-11-2020 06:59,339.87
22-11-2020 07:59,340.53
22-11-2020 08:59,335.22
22-11-2020 09:59,334.4
22-11-2020 10:59,332.19
22-11-2020 11:59,336.78
22-11-2020 12:59,335
22-11-2020 13:59,337.41
22-11-2020 14:59,347.83
22-11-2020 15:59,345.51
22-11-2020 16:59,346.1
22-11-2020 17:59,343.44
22-11-2020 18:59,338.04
22-11-2020 19:59,332.04
22-11-2020 20:59,332.24
22-11-2020 21:59,331.49
22-11-2020 22:59,325.9
22-11-2020 23:59,326.6
23-11-2020 00:59,332.44
23-11-2020 01:59,326.75
23-11-2020 02:59,325.16
23-11-2020 03:59,320.26
23-11-2020 04:59,315.32
23-11-2020 05:59,325.3
23-11-2020 06:59,322.61
23-11-2020 07:59,331.23
23-11-2020 08:59,326.35
23-11-2020 09:59,332.04
23-11-2020 10:59,335.26
23-11-2020 11:59,334.04
23-11-2020 12:59,335.67
23-11-2020 13:59,343.26
23-11-2020 14:59,349.43
23-11-2020 15:59,351.76
23-11-2020 16:59,357.2
23-11-2020 17:59,359.71
23-11-2020 18:59,354
23-11-2020 19:59,353.75
23-11-2020 20:59,358.02
23-11-2020 21:59,357.77
23-11-2020 22:59,364.92
23-11-2020 23:59,373.8
24-11-2020 00:59,376.85
24-11-2020 01:59,386.9
24-11-2020 02:59,387.29
24-11-2020 03:59,393.3
24-11-2020 04:59,398.5
24-11-2020 05:59,403.41
24-11-2020 06:59,392.59
24-11-2020 07:59,391.82
24-11-2020 08:59,390.48
24-11-2020 09:59,396.75
24-11-2020 10:59,388.91
24-11-2020 11:59,392.57
24-11-2020 12:59,377.37
24-11-2020 13:59,373.62
24-11-2020 14:59,353.21
24-11-2020 15:59,374.01
24-11-2020 16:59,363.69
24-11-2020 17:59,373.7
24-11-2020 18:59,376.99
24-11-2020 19:59,383.41
24-11-2020 20:59,380.48
24-11-2020 21:59,380.44
24-11-2020 22:59,366.05
24-11-2020 23:59,356.03
25-11-2020 00:59,356.44
25-11-2020 01:59,373.6
25-11-2020 02:59,376.18
25-11-2020 03:59,373.72
25-11-2020 04:59,383.58
25-11-2020 05:59,389.97
25-11-2020 06:59,389.99
25-11-2020 07:59,384.83
25-11-2020 08:59,381.03
25-11-2020 09:59,374.05
25-11-2020 10:59,379.74
25-11-2020 11:59,383.93
25-11-2020 12:59,384.14
25-11-2020 13:59,377.48
25-11-2020 14:59,379.94
25-11-2020 15:59,384.62
25-11-2020 16:59,389.3
25-11-2020 17:59,392.96
25-11-2020 18:59,400.5
25-11-2020 19:59,411.63
25-11-2020 20:59,413.45
25-11-2020 21:59,412.14
25-11-2020 22:59,401.82
25-11-2020 23:59,404.3
26-11-2020 00:59,403.17
26-11-2020 01:59,399.26
26-11-2020 02:59,397.01
26-11-2020 03:59,390.57
26-11-2020 04:59,381.32
26-11-2020 05:59,374.6
26-11-2020 06:59,372.5
26-11-2020 07:59,378.25
26-11-2020 08:59,377.37
26-11-2020 09:59,369.8
26-11-2020 10:59,388.81
26-11-2020 11:59,400.29
26-11-2020 12:59,402.19
26-11-2020 13:59,408.43
26-11-2020 14:59,422
26-11-2020 15:59,419.99
26-11-2020 16:59,422.24
26-11-2020 17:59,398.62
26-11-2020 18:59,395.31
26-11-2020 19:59,392.87
26-11-2020 20:59,405.77
26-11-2020 21:59,397.77
26-11-2020 22:59,400.6
26-11-2020 23:59,404.69
27-11-2020 00:59,404.95
27-11-2020 01:59,404.78
27-11-2020 02:59,396.51
27-11-2020 03:59,397.41
27-11-2020 04:59,403.07
27-11-2020 05:59,400.24
27-11-2020 06:59,399.73
27-11-2020 07:59,406.23
27-11-2020 08:59,395.28
27-11-2020 09:59,385.22
27-11-2020 10:59,384.62
27-11-2020 11:59,379.26
27-11-2020 12:59,388.83
27-11-2020 13:59,384.77
27-11-2020 14:59,377.41
27-11-2020 15:59,374.94
27-11-2020 16:59,369.01
27-11-2020 17:59,376.51
27-11-2020 18:59,366.99
27-11-2020 19:59,363.57
27-11-2020 20:59,376.12
27-11-2020 21:59,373.2
27-11-2020 22:59,382.2
27-11-2020 23:59,387.93
28-11-2020 00:59,389.7
28-11-2020 01:59,393.01
28-11-2020 02:59,390.95
28-11-2020 03:59,389.09
28-11-2020 04:59,390.66
28-11-2020 05:59,393.62
28-11-2020 06:59,391.84
28-11-2020 07:59,388.81
28-11-2020 08:59,380.19
28-11-2020 09:59,378.94
28-11-2020 10:59,381.02
28-11-2020 11:59,382.21
28-11-2020 12:59,395.95
28-11-2020 13:59,396.44
28-11-2020 14:59,398.55
28-11-2020 15:59,403.43
28-11-2020 16:59,406.53
28-11-2020 17:59,402.64
28-11-2020 18:59,405.12
28-11-2020 19:59,405
28-11-2020 20:59,411.23
28-11-2020 21:59,413.44
28-11-2020 22:59,418.03
28-11-2020 23:59,422.4
29-11-2020 00:59,421.73
29-11-2020 01:59,423.24
29-11-2020 02:59,422.55
29-11-2020 03:59,421.39
29-11-2020 04:59,419.81
29-11-2020 05:59,424.7
29-11-2020 06:59,429.11
29-11-2020 07:59,427.75
29-11-2020 08:59,420.3
29-11-2020 09:59,427.41
29-11-2020 10:59,420.41
29-11-2020 11:59,446.66
29-11-2020 12:59,444.63
29-11-2020 13:59,447.28
29-11-2020 14:59,453.01
29-11-2020 15:59,456.48
29-11-2020 16:59,456.19
29-11-2020 17:59,455.12
29-11-2020 18:59,459.68
29-11-2020 19:59,463.97
29-11-2020 20:59,468.83
29-11-2020 21:59,476.68
29-11-2020 22:59,493.17
29-11-2020 23:59,493.42
30-11-2020 00:59,502.6
30-11-2020 01:59,509.46
30-11-2020 02:59,497.67
30-11-2020 03:59,502.21
30-11-2020 04:59,502.12
30-11-2020 05:59,514.85
30-11-2020 06:59,513.04
30-11-2020 07:59,516.39
30-11-2020 08:59,522.41
30-11-2020 09:59,525.76
30-11-2020 10:59,535.41
30-11-2020 11:59,542.44
30-11-2020 12:59,544.47
30-11-2020 13:59,545.18
30-11-2020 14:59,533.16
30-11-2020 15:59,530.26
30-11-2020 16:59,530.69
30-11-2020 17:59,541.99
30-11-2020 18:59,545.17
30-11-2020 19:59,552
30-11-2020 20:59,568.1
30-11-2020 21:59,589.58
30-11-2020 22:59,585.56
30-11-2020 23:59,585.57
01-12-2020 00:59,601.1
01-12-2020 01:59,605.96
01-12-2020 02:59,602.5
01-12-2020 03:59,599.34
01-12-2020 04:59,596.05
01-12-2020 05:59,606.98
01-12-2020 06:59,614.48
01-12-2020 07:59,617.62
01-12-2020 08:59,609.86
01-12-2020 09:59,599.55
01-12-2020 10:59,618.63
01-12-2020 11:59,629.32
01-12-2020 12:59,624.31
01-12-2020 13:59,633.68
01-12-2020 14:59,636.23
01-12-2020 15:59,628.44
01-12-2020 16:59,626.2
01-12-2020 17:59,622.77
01-12-2020 18:59,605.23
01-12-2020 19:59,580.13
01-12-2020 20:59,609.7
01-12-2020 21:59,608.34
01-12-2020 22:59,587.44
01-12-2020 23:59,572.98
02-12-2020 00:59,571.7
02-12-2020 01:59,560.28
02-12-2020 02:59,610
02-12-2020 03:59,607.7
02-12-2020 04:59,603
02-12-2020 05:59,583.98
02-12-2020 06:59,582.13
